일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계,month,조식메뉴_Main,중식메뉴_Main,석식메뉴_Main
2020-09-08,화,3132,91,173,730,441.0,모닝롤/모닝샌드위치 우유/주스 계란후라이 흑미두부죽/흑미밥 사골우거지국 고구마순볶음 양상추샐러드 포기김치 ,계란채소볶음밥 짬뽕국 짜장소스 군만두*장 취나물쌈장무침 포기김치/열대과일 양상추샐러드*망고D ,흑미밥 열무된장국 우불고기 깐풍아귀 치커리무침 포기김치 ,986.0,478.0,9,흑미두부죽,계란채소볶음밥,깐풍아귀
2020-09-09,수,3132,102,180,3,424.0,모닝롤/에그맥모닝 우유/주스 계란후라이 누룽지탕/흑미밥 호박된장국 느타리버섯볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 홍합살미역국 수육*새우젓*쌈장 매콤볼어묵볶음 와사비무쌈 포기김치 양상추샐러드*키위D ,흑미밥 동태매운탕 궁중떡볶이 해초레몬무침 청경채나물 포기김치 ,965.0,374.0,9,에그맥모닝,매콤볼어묵볶음,동태매운탕
2020-09-10,목,3132,106,220,600,430.0,모닝롤/BLT샌드위치 우유/주스 계란후라이 고구마죽/흑미밥 순두부백탕 꽁치김치조림 양상추샐러드 포기김치 ,쌀밥/수수밥/찰현미밥 돈육김치찌개 수완왕갈비맛통닭 콩나물볶음 미나리초장무침 포기김치 그린샐러드*살구D ,충무김밥 우동장국 오징어무침 채소튀김*장 수제무말랭이무침 포기김치/요구르트 ,881.0,514.0,9,꽁치김치조림,미나리초장무침,수제무말랭이무침
2020-09-11,금,3132,211,259,2,376.0,모닝롤/프레즐 우유/주스 계란후라이 미역죽/흑미밥 근대국 몽골식돈육볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 잔치국수 수제어묵소세지핫도그 순대채소볶음 참나물두부무침 알타리김치 양상추샐러드*참깨D ,흑미밥 소고기무국 삼치구이 마늘쫑메추리알조림 매콤시래기된장지짐 포기김치 ,661.0,287.0,9,몽골식돈육볶음,수제어묵소세지핫도그,마늘쫑메추리알조림
2020-09-14,월,3132,102,188,725,368.0,모닝롤/시나몬페스츄리 우유/주스 계란후라이 누룽지탕/흑미밥 황태해장국 감자채피망볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 배추국 오리고추장불고기 모둠쌈*쌈장 미트볼채소볶음 포기김치/사과나무주스 양상추샐러드*오리엔탈D ,흑미밥 미역국 오징어채소볶음 수제고기깻잎전 쪽파김무침 포기김치 ,1191.0,547.0,9,감자채피망볶음,미트볼채소볶음,수제고기깻잎전
2020-09-15,화,3132,79,209,676,422.0,모닝롤/토마토샌드위치 우유/주스 계란후라이 소고기죽/흑미밥 두부김칫국 새송이조림 양상추샐러드 포기김치 ,쌀밥/귀리밥/찰현미밥 순두부찌개 류산슬 가자미엿장구이 오이양파무침 포기김치/햇고구마오븐구이 견과류샐러드*땅콩D ,흑미밥 얼갈이된장국 닭간장볶음 라볶이 영양부추무침 포기김치 ,855.0,421.0,9,두부김칫국,햇고구마오븐구이,닭간장볶음
2020-09-16,수,3132,72,229,0,361.0,모닝롤/절편 우유/주스 계란후라이 누룽지탕/흑미밥 우거지국 콩나물무침 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 유부장국 목살찹스테이크 빠네파스타 할라피뇨채소피클 포기김치 양상추샐러드*석류D ,흑미밥 매운닭개장 소고기계란장조림 타꼬야끼 열무나물 포기김치 ,953.0,362.0,9,우거지국,목살찹스테이크,매운닭개장
2020-09-17,목,3132,84,245,588,368.0,모닝롤/야채샌드위치 우유/주스 계란후라이 흑임자죽/흑미밥 고추장찌개 야채소시지전*케찹 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 감자수제비국 쇠고기낙지볶음 채소탕수 건새우호박볶음 포기김치 양상추샐러드*매실D ,흑미밥 스팸김치찌개 수제돈까스 수제마늘바게트 가지무침 깍두기 ,797.0,504.0,9,야채소시지전,감자수제비국,수제마늘바게트
2020-09-18,금,3132,241,281,1,310.0,모닝롤/치즈볼 우유/주스 계란후라이 게살죽/흑미밥 매운어묵국 깻잎순볶음 양상추샐러드 포기김치 ,쌀밥/병아리콩/찰현미밥 버섯국 고추마요치킨 비엔나떡조림 통도라지고추장구이 포기김치 시리얼샐러드*요거트D ,흑미밥 콩비지찌개 갈치카레구이 어묵잡채 오이보트샐러드 포기김치 ,570.0,256.0,9,깻잎순볶음,고추마요치킨,갈치카레구이
2020-09-21,월,3132,105,210,742,354.0,모닝롤/녹차카스테라 우유/주스 계란후라이 누룽지탕/흑미밥 호박된장국 연두부샐러드 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 옹심이만둣국 춘천닭갈비 주꾸미브로콜리숙회 청경채겉절이 포기김치/딸기푸딩 양상추샐러드*딸기D ,흑미밥 소고기무국 오징어순대 스팸계란말이 풋고추양파무침 포기김치 ,1176.0,616.0,9,호박된장국,옹심이만둣국,스팸계란말이
2020-09-22,화,3132,99,224,600,342.0,모닝롤/BLT샌드위치 우유/주스 계란후라이 얼큰낙지죽/흑미밥 냉이국 가자미양념찜 양상추샐러드 포기김치 ,쌀밥/수수밥/찰현미밥 매운콩나물국 돈갈비찜 김말이강정 참나물무침 포기김치 과일샐러드 ,흑미밥 된장찌개 우불고기 어묵볶음 진미채오이무침 포기김치 ,908.0,384.0,9,가자미양념찜,김말이강정,우불고기
2020-09-23,수,3132,88,234,1,345.0,모닝롤/대만샌드위치 우유/주스 계란후라이 누룽지탕/흑미밥 김칫국 취나물볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 갈비탕 오향장육 한식잡채 부추고추장무침 석박지 양상추샐러드*오리엔탈D ,채소라면 김밥 가래떡오븐구이 꽃맛살샐러드 단무지 포기김치 ,970.0,412.0,9,김칫국,부추고추장무침,가래떡오븐구이
2020-09-24,목,3132,102,262,505,314.0,모닝롤/치즈베이글 우유/주스 계란후라이 고구마죽/흑미밥 열무된장국 가지쇠고기볶음 양상추샐러드 포기김치 ,쌀밥/찰보리밥/찰현미밥 북엇국 콩나물파채불고기 해물파전 실곤약야채무침 겉절이김치/나쵸칩 그린샐러드*요거트D ,흑미밥 홍합탕 등심찹쌀꿔바로우 건도토리묵파프리카볶음 연근깨소스무침 포기김치 ,739.0,392.0,9,가지쇠고기볶음,나쵸칩,건도토리묵파프리카볶음
2020-09-25,금,3132,237,287,1,265.0,모닝롤/모닝샌드 우유/주스 계란후라이 버섯죽/흑미밥 사골파국 오이생채 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 동태탕 닭다리살스테이크 고구마순볶음 감자조림 포기김치 황도샐러드*황도D ,흑미밥 근대국 고등어김치찜 두부고기조림 옛날소시지전*케찹 포기김치 ,540.0,230.0,9,모닝샌드,감자조림,고등어김치찜
2020-09-28,월,3132,985,188,81,142.0,모닝롤/애플파이 우유/주스 계란후라이 누룽지탕/흑미밥 유부김칫국 베이컨숙주볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 떡만두국 오리대패불고기 꽁치캔김치조림 파프리카해초무침 포기김치/사과/식혜 양상추샐러드*딸기D ,흑미밥 우거지된장국 닭볶음탕 섭산적데리야끼조림 콩나물무침 포기김치 ,358.0,165.0,9,유부김칫국,꽁치캔김치조림,섭산적데리야끼조림
2020-10-05,월,3008,91,131,825,292.0,모닝롤/흑미쌀찐빵 우유/주스 계란후라이 누룽지탕/흑미밥 북엇국 메추리알곤약조림 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 건새우미역국 매운소불고기 춘권튀김*칠리소스 쫄면채소무침 포기김치 양상추샐러드*오미자D ,흑미밥 된장찌개 코코뱅 고구마치즈구이 오이생채 포기김치 ,1252.0,595.0,10,메추리알곤약조림,건새우미역국,코코뱅
2020-10-06,화,3008,64,183,804,279.0,모닝롤/햄에그샌드위치 우유/주스 계란후라이 홍합죽/흑미밥 아욱국 비엔나브로콜리볶음 양상추샐러드 포기김치 ,단호박카레라이스 통계란꼬치어묵탕 두부강정 고추장누들떡볶이 치커리무침 열무김치 요거트파르페 ,흑미밥 콩나물국 돈육김치볶음 명란연근전 꼬시래기무침 포기김치 ,977.0,545.0,10,비엔나브로콜리볶음,두부강정,명란연근전
2020-10-07,수,3008,54,232,6,292.0,모닝롤/고르곤졸라피자 우유/주스 계란후라이 오곡죽/흑미밥 바지락살국 토란탕 연두부샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 꽃게탕 바베큐장각오븐구이 버섯초무침 파프리카감자채볶음 포기김치/인절미 시금치샐러드*오리엔탈D ,흑미밥 매운순대국밥 고추튀김*장 채소스틱 애호박새우젓나물 겉절이김치 ,880.0,547.0,10,고르곤졸라피자,바베큐장각오븐구이,매운순대국밥
2020-10-08,목,3008,88,225,734,249.0,모닝롤/야채샌드위치 우유/주스 계란후라이 누룽지탕/흑미밥 순두부백탕 고기완자전*케찹 양상추샐러드 포기김치 ,쌀밥/렌틸콩밥/찰현미밥 우거지된장국 하와이언치즈함박스테이크 닭살겨자냉채 부추무침 총각김치 양상추샐러드*살구D ,흑미밥 쇠고기무국 시래기삼치조림 계란찜 사과청경채무침 포기김치 ,923.0,345.0,10,고기완자전,총각김치,사과청경채무침
2020-10-12,월,3008,105,215,555,221.0,모닝롤/와플&생크림 우유/주스 계란후라이 누룽지탕/흑미밥 매운버섯국 취나물볶음 연두부샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 김칫국 훈제오리볶음 오이볶음 시금치고추장나물 포기김치/찹쌀호떡 양상추샐러드*매실D ,흑미밥 유부주머니된장국 돈사태떡찜 마카로니치즈범벅 고들빼기무침 포기김치 ,1096.0,466.0,10,생크림,김칫국,돈사태떡찜
2020-10-13,화,3008,72,248,534,188.0,모닝롤/모닝샌드위치 우유/주스 계란후라이 잣죽/흑미밥 맑은감자국 연근땅콩조림 양상추샐러드 포기김치 ,쌀밥/수수밥/찰현미밥 순남시래기국 장어고추장양념구이 알배기/깻잎/생강채*쌈장 청양부추전 포기김치/배도라지주스 양상추샐러드*파인애플D ,흑미밥 배추된장국 닭간장조림 미더덕콩나물찜 마늘쫑볶음 포기김치 ,839.0,420.0,10,맑은감자국,배도라지주스,닭간장조림
2020-10-14,수,3008,68,267,3,171.0,모닝롤/라즈베리빵 우유/주스 계란후라이 바지락죽/흑미밥 참치김치찌개 스팸구이 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 두부된장찌개 해물보쌈&채소숙회 츄러스채소맛탕 도라지나물볶음 겉절이김치 만다린샐러드*오렌지D ,흑미밥 어묵매운탕 등심돈까스 꽁치한마리구이*와사비장 얼갈이나물 포기김치 ,797.0,382.0,10,라즈베리빵,도라지나물볶음,등심돈까스
2020-10-15,목,3008,97,269,898,175.0,모닝롤/프렌치토스트 우유/주스 계란후라이 누룽지탕/흑미밥 들깨무채국 감자맛살볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 홍합살무국 돈갈비양념구이 두반장가지볶음 청경채무침 포기김치/수제단호박식혜 시리얼샐러드*요거트D ,케일쌈밥*씨앗쌈장 미역국 대패삼겹숙주볶음 연두부계란찜 상추무침 포기김치 ,793.0,400.0,10,감자맛살볶음,돈갈비양념구이,대패삼겹숙주볶음
2020-10-16,금,3008,180,270,4,180.0,모닝롤/야채샌드위치 우유/주스 계란후라이 낙지죽/흑미밥 콩나물국 생깻잎지 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 매운쇠고기국 갈릭순살치킨 임연수무조림 브로콜리쌈장무침 열무김치 양상추샐러드*오리엔탈D ,흑미밥 짬뽕국 해물볶음우동 수제불고기버거 매콤호박볶음 포기김치 ,660.0,436.0,10,생깻잎지,갈릭순살치킨,매콤호박볶음
2020-10-19,월,3008,143,211,588,135.0,모닝롤/촉촉한치즈빵 우유/주스 계란후라이 누룽지탕/흑미밥 순두부계란국 시금치나물 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 얼갈이된장국 쭈꾸미삼겹살볶음 단호박어묵탕수 쌈추/와사비무쌈*쌈장 포기김치/푸딩 양상추샐러드*딸기D ,흑미밥 닭개장 삼치구이*데리야끼소스 건도토리묵파프리카볶음 부추무침 포기김치 ,1035.0,457.0,10,순두부계란국,단호박어묵탕수,건도토리묵파프리카볶음
2020-10-20,화,3008,84,241,518,144.0,모닝롤/BLT샌드위치 우유/주스 계란후라이 게살죽/흑미밥 냉이바지락국 모둠장조림 양상추샐러드 포기김치 ,쌀밥/찰보리밥/찰현미밥 유부김칫국 치킨까스&소스 아귀콩나물찜 연근유자피클 포기김치/요플레 크루통샐러드*오리엔탈D ,꼬막비빔밥 우거지국 김말이강정 김치전 해초무침 포기김치 ,851.0,372.0,10,냉이바지락국,연근유자피클,꼬막비빔밥
2020-10-21,수,3008,107,239,6,160.0,모닝롤/흑미쌀찐빵 우유/주스 계란후라이 누룽지탕/흑미밥 근대국 파래김*양념장 연두부샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 미역미소시루국 연어스테이크 차돌비빔국수 토마토계란볶음 쌈추겉절이/핫도그 양상추샐러드*키위D ,흑미밥 고추장찌개 소불고기 진미채무말랭이무침 햄감자볶음 포기김치/열무김치볶음 ,887.0,336.0,10,파래김,미역미소시루국,열무김치볶음
2020-10-22,목,3008,116,271,791,162.0,모닝롤/모닝샌드위치 우유/주스 계란후라이 고구마죽/흑미밥 대구지리탕 시래기지짐 양상추샐러드 포기김치 ,쌀밥/ 곤드레밥/찰현미밥 된장찌개 돼지고추장불고기 버섯잡채 삼색물만두무침 겉절이김치/양념장 견과류샐러드*요거트D ,흑미밥 부대찌개 샤워크림새우 두부조림 콘슬로우 깍두기 ,799.0,423.0,10,대구지리탕,돼지고추장불고기,콘슬로우
2020-10-23,금,3008,223,283,2,135.0,모닝롤/삼색샌드위치 우유/주스 계란후라이 흑임자죽/흑미밥 어묵국 가지양파나물 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 북엇국 춘천닭갈비 건새우호박채전 오이생채 포기김치 양상추샐러드*오렌지D ,흑미밥 아욱국 고르곤졸라피자 봉골레파스타 참나물초장무침 포기김치/마늘바게트 ,648.0,389.0,10,가지양파나물,건새우호박채전,고르곤졸라피자
2020-10-26,월,3008,156,228,570,144.0,모닝롤/치즈케익 우유/주스/아메리카노 계란후라이 누룽지탕/흑미밥 황태해장국 애호박새우젓볶음 연두부샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 맑은콩나물국 묵은지닭볶음탕 생선까스&타르타르소스 브로콜리숙회 포기김치/요구르트 양상추샐러드*매실D ,흑미밥 순두부찌개 제육춘장볶음 오이보트샐러드 상추*양념장 포기김치 ,1069.0,444.0,10,아메리카노,묵은지닭볶음탕,상추
2020-10-27,화,3008,105,265,496,136.0,모닝롤/게살모닝샌드위치 우유/주스 계란후라이 단호박죽/흑미밥 시금치국 고사리들깨볶음 양상추샐러드 포기김치 ,쌀밥/기장밥/찰현미밥 쇠고기미역국 오삼불고기 계란말이 유부채소겨자무침 포기김치 감자고구마샐러드 ,애플카레라이스 우동국물 가지탕수 숯불양념꼬치어묵 단무지양념무침 포기김치 ,839.0,392.0,10,게살모닝샌드위치,감자고구마샐러드,가지탕수
2020-10-28,수,3008,105,287,3,138.0,모닝롤/베이글 우유/주스 계란후라이 누룽지탕/흑미밥 바지락무국 참치채소볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 삼계탕 고기완자전 방풍나물 채소스틱&쌈장/석박지 수제토마토청에이드 양상추샐러드*유자D ,흑미밥 사골옹심이만둣국 스태프핫도그 가자미양념찜 쪽파김무침 포기김치 ,791.0,293.0,10,바지락무국,수제토마토청에이드,사골옹심이만둣국
2020-10-29,목,3008,131,298,418,137.0,모닝롤/야채샌드위치 우유/주스 계란후라이 버섯굴죽/흑미밥 된장찌개 비엔나채소볶음 양상추샐러드 포기김치 ,쌀밥/차조밥/찰현미밥 고구마순등뼈탕 깐풍기 감자채볶음 도토리묵*양념장 겉절이김치/단감 양상추샐러드*망고D ,김주먹밥 잔치국수 쇠고기육전 콩나물무침 양념고추지 열무김치 ,667.0,388.0,10,버섯굴죽,고구마순등뼈탕,김주먹밥
2020-10-30,금,3008,340,298,1,107.0,모닝롤/블루베리프렌치토스트 우유/주스 계란후라이 녹두죽/흑미밥 김칫국 양념깻잎지찜 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 건새우아욱국 쇠고기숙주볶음 적어양념장구이 통들깨부추무침 무생채 양상추샐러드*오리엔탈D ,흑미밥 컵라면&찐계란 순대채소볶음 까르보나라떡볶이 근대고추장무침 포기김치 ,398.0,259.0,10,블루베리프렌치토스트,적어양념장구이,근대고추장무침
2020-11-02,월,3021,162,213,616,132.0,모닝롤/파운드케익 우유/주스 계란후라이 누룽지탕/흑미밥 꽃게탕 느타리버섯볶음 연두부샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 돼지김치찌개 짜파치킨 당면채소무침 얼갈이나물 포기김치/고구마오븐구이 양상추샐러드*밀감D ,흑미밥 열무된장국 주꾸미채소볶음 햄전&케찹 건파래볶음 포기김치 ,1150.0,498.0,11,파운드케익,고구마오븐구이,주꾸미채소볶음
2020-11-03,화,3021,100,270,530,107.0,모닝롤/야채샌드위치 우유/주스 계란후라이 잣죽/흑미밥 소고기무국 연근땅콩조림 양상추샐러드 포기김치 ,쌀밥/수수밥/찰현미밥 동태매운탕 대패삼겹살볶음 어묵고추장볶음 상추/쑥갓쌈&쌈장 포기김치 양상추샐러드*자몽D ,유부초밥/쌀밥 온모밀국수 돈까스김치나베 양배추샐러드&사우전D 오이지무침 무생채 ,810.0,356.0,11,연근땅콩조림,대패삼겹살볶음,돈까스김치나베
2020-11-04,수,3021,112,283,1,123.0,모닝롤/불고기브리또 우유/주스 계란후라이 누룽지탕/흑미밥 오징어무국 섭산적채소조림 양상추샐러드 포기김치 ,전주비빔밥 바지락냉이국 찰떡떡갈비조림 모둠버섯볶음 수제참나물장아찌 겉절이김치/수제사과계피차 양상추샐러드*딸기D ,흑미밥 콩나물국 순살닭강정 치즈계란찜 감자간장조림 포기김치 ,789.0,334.0,11,섭산적채소조림,바지락냉이국,감자간장조림
2020-11-05,목,3021,114,306,464,116.0,모닝롤/모닝샌드위치 우유/주스 계란후라이 팥죽/흑미밥 배추국 돈육마늘장조림 양상추샐러드 포기김치 ,쌀밥/완두콩밥/찰현미밥 홍합국 쇠고기낙지볶음 과일그라탕 물미역*초장 알타리김치 양상추샐러드*오리엔탈D ,흑미밥 고기짬뽕국 자반고등어찜 마약계란장조림 시금치나물 열무김치 ,596.0,422.0,11,돈육마늘장조림,완두콩밥,마약계란장조림
2020-11-06,금,3021,266,305,1,119.0,모닝롤/크로크무슈 우유/주스 계란후라이 채소죽/흑미밥 호박새우젓국 해물동그랑땡전 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 근대된장국 수제탕수육 매콤해물볶음 치커리오이무침 포기김치 양상추샐러드*참깨D ,오뗄햄김밥 김치어묵탕 백종원의사라다빵 가지나물 꼬들단무지 포기김치 ,459.0,276.0,11,해물동그랑땡전,수제탕수육,김치어묵탕
2020-11-09,월,3021,144,241,691,131.0,모닝롤/카스테라 우유/주스 계란후라이 누룽지탕/흑미밥 냉이국 시금치나물무침 연두부샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 아욱된장국 매운족발볶음 해물까스*타르타르소스 돌나물유자청무침/포기김치 수제생강대추차 양상추샐러드*매실D ,흑미밥 닭개장 삼치데리야끼구이 오이양파무침 콩나물볶음 포기김치 ,1076.0,430.0,11,시금치나물무침,돌나물유자청무침,오이양파무침
2020-11-10,화,3021,104,289,526,124.0,모닝롤/고르곤졸라 우유/주스 계란후라이 흑임자죽/흑미밥 대구지리탕 브로콜리맛살볶음 양상추샐러드 포기김치 ,쌀밥/귀리밥/찰현미밥 미역국 동파육 청경채/버섯숙회*초장 도라지볶음 겉절이김치/꽈배기도넛 양상추샐러드*포도D ,채소볶음밥 유부장국 자장소스 한식잡채 계란후라이/요구르트 깍두기 ,784.0,335.0,11,고르곤졸라,꽈배기도넛,채소볶음밥
2020-11-11,수,3021,105,303,1,115.0,모닝롤/야채샌드위치 우유/주스 계란후라이 누룽지탕/흑미밥 떡국 참치김치볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 한방설렁탕 골뱅이채소무침 개성식메밀부침개 참나물무침 석박지/귤 양상추샐러드*오미자D ,흑미밥 김칫국 간장마늘치킨 미니에그슬럿버거 감자채카레볶음 얼갈이열무겉절이 ,747.0,316.0,11,참치김치볶음,개성식메밀부침개,김칫국
2020-11-12,목,3021,125,308,464,105.0,모닝롤/단호박피자빵 우유/주스 계란후라이 채소죽/흑미밥 우거지국 스팸구이 양상추샐러드 포기김치 ,쌀밥/수수밥/찰현미밥 북엇국 해물돼지갈비찜 타꼬야끼 숙주미나리무침 갓김치 양상추샐러드*만다린D ,흑미밥 꽃게탕 우불고기볶음 진미채오이무침 가지나물 포기김치 ,678.0,319.0,11,단호박피자빵,만다린d,우불고기볶음
2020-11-13,금,3021,317,292,0,116.0,모닝롤/모닝샌드위치 우유/주스 계란후라이 오곡죽/흑미밥 바지락무국 버섯볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 시금치된장국 안동찜닭 수제두부까스&하이소스 톳무침 포기김치/나쵸 양상추샐러드*요거트D ,흑미밥 계란파국 퀘사디아 갈치무조림 고구마순들깨볶음 열무김치 ,529.0,226.0,11,바지락무국,나쵸,고구마순들깨볶음
2020-11-16,월,3021,164,217,733,128.0,모닝롤/흑미쌀찐빵 우유/주스 계란후라이 누룽지탕/흑미밥 전주식콩나물국해장국 양념김 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 호박된장찌개 오리주물럭 메추리알탕수 부추양파무침 포기김치/바나나 양상추샐러드*망고D ,흑미밥 옹심이만둣국 꽁채캔김치조림 감자채전*장 연근깨소스무침 열무김치 ,1068.0,478.0,11,양념김,메추리알탕수,감자채전
2020-11-17,화,3021,112,274,691,119.0,모닝롤/햄치즈샌드위치 우유/주스 계란후라이 바지락죽/흑미밥 사골우거지국 쑥갓나물 에그샐러드 포기김치 ,쌀밥/찰보리밥/찰현미밥 미소장국 알리오올리오파스타 두부고기양념찜 해파리냉채 겉절이김치/미니버거 양상추샐러드*딸기D ,흑미밥 버섯육개장 몽골식돈육볶음&꽃빵 양념깻잎지 마늘종멸치볶음 포기김치 ,784.0,406.0,11,쑥갓나물,두부고기양념찜,마늘종멸치볶음
2020-11-18,수,3021,93,282,0,123.0,모닝롤/베이컨맥모닝 우유/주스 계란후라이 단호박크림스프/흑미밥 냉이국 호박숙 마샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 순두부찌개 요거닭 비엔나채소볶음 오이쑥갓생채 포기김치/라면땅 양상추샐러드*매실D ,흑미밥 매운순대국 오징어굴소스볶음 동그랑땡강정 고추지무침 석박지 ,774.0,305.0,11,단호박크림스프,라면땅,고추지무침
2020-11-19,목,3021,144,277,541,110.0,모닝롤/모닝샌드위치 우유/주스 계란후라이 누룽지/흑미밥 맑은감자국 옛날소시지전*케찹 양상추샐러드 포기김치 ,쌀밥/검정콩밥/찰현미밥 얼갈이된장국 쇠고기당면볶음 가자미유린기 물미역*초장 포기김치 양상추샐러드*오리엔탈D ,꼬치어묵매운탕 떡갈비주먹밥/추가밥 채소볶음우동 콘샐러드 단무지무침 포기김치 ,653.0,486.0,11,옛날소시지전,가자미유린기,떡갈비주먹밥
2020-11-20,금,3021,343,292,0,147.0,모닝롤/야채샌드위치 우유/주스 계란후라이 참치채소죽/흑미밥 닭살해장국 더덕무침 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 황태채국 제육고추장불고기 쌈추/깻잎*쌈장 콩나물파채무침 포기김치 황도샐러드*황도D ,흑미밥 부대찌개 생선까스*타르타르소스 김계란말이 상추무침 포기김치 ,747.0,220.0,11,더덕무침,황태채국,김계란말이
2020-11-23,월,3021,198,208,899,261.0,모닝롤/절편 우유/주스 계란후라이 누룽지탕/흑미밥 배추된장국 감자햄볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 어묵매운탕 버터치킨카레소스 등심돈까스 솎음열무나물 포기김치/홍시 양상추샐러드*자몽D ,흑미밥 쇠고기미역국 방어양념장구이 옥수수계란찜 새우살호박볶음 열무김치 ,1292.0,730.0,11,감자햄볶음,등심돈까스,방어양념장구이
2020-11-24,화,3021,202,181,878,357.0,모닝롤/모닝샌드위치 우유/주스 계란후라이 게살채소죽/흑미밥 고추장찌개 토란탕 연두부샐러드 포기김치 ,쌀밥/차조밥/찰현미밥 불낙찌개 코다리강정 참치두부전 시금치나물 포기김치 크루통샐러드*딸기D ,흑미밥 청양콩나물국 목살스테이크 미나리무침 오이보트샐러드 포기김치 ,1156.0,704.0,11,게살채소죽,불낙찌개,목살스테이크
2020-11-26,목,3021,230,219,641,391.0,모닝롤/핫케익 우유/주스 계란후라이 누룽지/흑미밥 순두부백탕 건새우무조림 양상추샐러드 포기김치 ,쌀밥/강낭콩밥/찰현미밥 조갯살아욱국 돼지간장불고기 깐풍연근 취나물무침 겉절이김치 양상추샐러드*오리엔탈D ,흑미밥 우동국물 수제부들어묵잡채튀김 치즈닭갈비/계란후라이 깻잎쌈*청양마요소스 무생채 ,1034.0,606.0,11,건새우무조림,강낭콩밥,수제부들어묵잡채튀김
2020-11-27,금,3021,406,235,2,301.0,모닝롤/야채샌드위치 우유/주스 계란후라이 콩죽/흑미밥 매생이굴국 베이컨숙주볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 팽이된장국 오징어볶음 고기완자전*케찹 이연복의 청경채찜 포기김치 양상추샐러드*키위D ,추가밥 황태국수 돈수육*쌈장 모둠채소무침 풋고추/양파*쌈장 수제보쌈김치 ,895.0,303.0,11,베이컨숙주볶음,이연복의,쌈장
2020-11-30,월,3021,253,148,798,345.0,모닝롤/고르곤졸라 우유/주스 계란후라이 누룽지탕/흑미밥 꽃게탕 호박채볶음 양상추샐러드 포기김치 ,쌀밥/흑미밥/찰현미밥 굴미역국 닭간장조림 스팸계란전 쑥갓나물 포기김치/붕어빵 눈꽃치즈샐러드*감귤D ,흑미밥 동태탕 아롱사태샐러드*들깨소스 감자채파프리카볶음 세발나물무침 포기김치 ,1273.0,712.0,11,호박채볶음,감귤d,들깨소스
2020-12-01,화,2990,204,161,878,408.0,모닝롤/오리훈제샌드위치 우유/주스 계란후라이 고구마죽/흑미밥 버섯맑은국 연근땅콩조림 연두부샐러드 포기김치 ,쌀밥/찰보리밥/찰현미밥 김치두부국 LA갈비구이 한식잡채 삼색유자청무침 포기김치/오프룻요거트 펜네파스타샐러드/축하떡 ,마파두부 홍합짬뽕국 샤워크림새우 물만두찜*장 짜사이볶음 백김치 ,1324.0,685.0,12,오리훈제샌드위치,오프룻요거트,물만두찜
2020-12-02,수,2990,223,157,5,398.0,모닝롤/에그타르트 우유/주스 계란후라이 잣죽/흑미밥 황태채국 봄동나물 토마토리코타치즈샐러드 포기김치 ,바지락비빔밥  팽이장국 메밀전병 채소프리타타 산고추지무침/겉절이김치 양상추샐러드*매실D ,흑미밥 계란파국 묵은지삼겹살찜 궁중떡볶이 참나물겉절이 깍두기 ,1188.0,523.0,12,봄동나물,바지락비빔밥,묵은지삼겹살찜
